,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
BBBBBBBB
,,,,,,,
BBBBBBBB
BBBBBBBB
BBBBBBBB

BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
BBBBBBBB
,,,,,,,
BBBBBBBB
BBBBBBBB
BBBBBBBB

BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
BBBBBBBB
,,,,,,,
BBBBBBBB
BBBBBBBB
BBBBBBBB

BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
BBBBBBBB
,,,,,,,
BBBBBBBB
BBBBBBBB
BBBBBBBB

BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,B,B,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,,B,
,,,,B,B,B,
,,,,,,,
,,,,,,,
BBBBBBBB
,,,,,,,
BBBBBBBB
BBBBBBBB
BBBBBBBB

BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
BBBBBBBB
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
